user_id	product_id	product_name	category	price	rating	quantity	purchased	timestamp
U0004	P0027	Running Shoes	Fashion	50.96	4	2	1	3/5/2024
U0004	P0036	Sunglasses	Fashion	32.53	4	3	1	10/14/2024
U0004	P0075	Wall Clock - Variant 3	Home & Kitchen	67.37	4	2	1	7/6/2024
U0004	P0058	Non-stick Pan	Home & Kitchen	28.34	3	1	0	7/26/2024
U0004	P0057	Coffee Maker - Variant 3	Home & Kitchen	95.59	4	3	1	11/15/2024
U0004	P0070	Cutlery Set	Home & Kitchen	58.7	2	2	1	4/26/2024
U0004	P0049	Sneakers - Variant 3	Fashion	55.64	2	2	0	6/4/2024
U0004	P0054	Air Fryer - Variant 2	Home & Kitchen	109.53	5	3	1	12/23/2024
U0004	P0058	Non-stick Pan	Home & Kitchen	28.34	3	3	1	3/3/2024
U0004	P0043	Backpack - Variant 3	Fashion	77.01	5	3	1	8/6/2024
U0004	P0070	Cutlery Set	Home & Kitchen	58.7	3	1	1	5/19/2024
U0005	P0122	Gym Bag	Sports	52.75	5	2	1	9/13/2024
U0005	P0105	Resistance Bands - Variant 2	Sports	18.03	4	3	1	12/11/2024
U0005	P0121	Skipping Rope - Variant 2	Sports	74.87	4	3	0	4/13/2024
U0005	P0117	Fitness Tracker	Sports	72.86	5	3	1	4/1/2024
U0005	P0108	Water Bottle	Sports	48.44	4	1	0	6/28/2024
U0005	P0106	Cycling Helmet	Sports	67.06	5	3	1	5/2/2024
U0005	P0104	Resistance Bands	Sports	54.92	4	3	1	6/30/2024
U0005	P0120	Skipping Rope	Sports	26.44	4	3	1	10/13/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	4	1	1	5/3/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	4	2	0	3/14/2024
U0005	P0121	Skipping Rope - Variant 2	Sports	74.87	4	2	1	2/17/2024
U0005	P0103	Dumbbell Set - Variant 2	Sports	24.27	4	1	0	3/29/2024
U0005	P0105	Resistance Bands - Variant 2	Sports	18.03	4	1	1	9/3/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	3	2	0	9/16/2024
U0005	P0107	Cycling Helmet - Variant 2	Sports	18.4	4	1	0	5/29/2024
U0005	P0106	Cycling Helmet	Sports	67.06	3	3	1	5/20/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	3	2	1	8/22/2024
U0005	P0107	Cycling Helmet - Variant 2	Sports	18.4	4	2	1	4/25/2024
U0005	P0113	Football - Variant 3	Sports	36.42	3	2	1	6/24/2024
U0005	P0111	Football	Sports	37.24	5	1	1	2/13/2024
U0005	P0117	Fitness Tracker	Sports	72.86	4	3	1	8/12/2024
U0005	P0087	Hair Dryer	Beauty	46.49	1	2	1	11/15/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	4	3	1	11/20/2024
U0005	P0109	Water Bottle - Variant 2	Sports	45.64	4	1	0	12/12/2024
U0005	P0122	Gym Bag	Sports	52.75	4	1	1	2/23/2024
U0005	P0056	Coffee Maker - Variant 2	Home & Kitchen	39.05	2	2	0	2/9/2024
U0005	P0114	Tennis Racket	Sports	49.81	3	1	1	7/7/2024
U0005	P0121	Skipping Rope - Variant 2	Sports	74.87	2	3	1	10/14/2024
U0005	P0113	Football - Variant 3	Sports	36.42	5	1	1	9/13/2024
U0005	P0112	Football - Variant 2	Sports	71.75	3	2	1	6/3/2024
U0005	P0114	Tennis Racket	Sports	49.81	4	1	1	6/8/2024
U0005	P0115	Tennis Racket - Variant 2	Sports	41.02	4	1	1	10/24/2024
U0005	P0117	Fitness Tracker	Sports	72.86	2	3	1	3/4/2024
U0005	P0112	Football - Variant 2	Sports	71.75	2	3	1	4/10/2024
U0005	P0101	Yoga Mat - Variant 2	Sports	24.96	4	3	1	8/22/2024
U0005	P0101	Yoga Mat - Variant 2	Sports	24.96	3	3	0	6/3/2024
U0005	P0117	Fitness Tracker	Sports	72.86	2	3	1	2/7/2024
U0006	P0035	Leather Wallet - Variant 3	Fashion	53.93	4	2	0	3/1/2024
U0006	P0128	Self-Help Book - Variant 2	Books	22.95	4	1	0	12/5/2024
U0006	P0024	Tablet	Electronics	103.54	3	2	1	11/1/2024
U0006	P0147	History Book - Variant 2	Books	35.8	4	3	1	7/5/2024
U0006	P0141	Children's Storybook	Books	33.46	3	2	1	10/19/2024
U0006	P0004	Bluetooth Speaker - Variant 2	Electronics	53.79	4	1	1	9/10/2024
U0006	P0143	Poetry Collection	Books	9.47	2	2	1	4/4/2024
U0006	P0004	Bluetooth Speaker - Variant 2	Electronics	53.79	2	3	1	3/29/2024
U0006	P0150	Programming Guide - Variant 2	Books	12.92	5	1	1	12/10/2024
U0006	P0104	Resistance Bands	Sports	54.92	1	1	0	5/7/2024
U0007	P0134	Biography - Variant 2	Books	19.48	4	1	1	8/2/2024
U0007	P0134	Biography - Variant 2	Books	19.48	4	1	1	12/22/2024
U0007	P0138	Business Strategy Book	Books	32.81	3	3	0	9/29/2024
U0007	P0150	Programming Guide - Variant 2	Books	12.92	3	1	1	1/21/2024
U0007	P0142	Children's Storybook - Variant 2	Books	18.29	4	2	0	5/22/2024
U0007	P0125	Mystery Novel - Variant 2	Books	18.83	5	1	1	9/11/2024
U0007	P0143	Poetry Collection	Books	9.47	4	2	0	11/20/2024
U0007	P0144	Poetry Collection - Variant 2	Books	23.59	4	2	0	2/16/2024
U0007	P0147	History Book - Variant 2	Books	35.8	3	3	1	8/21/2024
U0007	P0149	Programming Guide	Books	35.7	5	2	1	3/18/2024
U0007	P0128	Self-Help Book - Variant 2	Books	22.95	4	3	1	1/31/2024
U0007	P0131	Cookbook - Variant 2	Books	11.3	3	3	1	8/20/2024
U0007	P0042	Backpack - Variant 2	Fashion	23.08	2	1	0	10/29/2024
U0007	P0134	Biography - Variant 2	Books	19.48	2	1	1	3/11/2024
U0007	P0043	Backpack - Variant 3	Fashion	77.01	3	3	0	7/9/2024
U0007	P0126	Mystery Novel - Variant 3	Books	27.08	5	1	1	10/19/2024
U0007	P0141	Children's Storybook	Books	33.46	4	2	0	2/9/2024
U0007	P0132	Cookbook - Variant 3	Books	19.54	5	1	1	6/14/2024
U0007	P0144	Poetry Collection - Variant 2	Books	23.59	4	3	0	11/1/2024
U0007	P0138	Business Strategy Book	Books	32.81	4	2	1	3/23/2024
U0007	P0138	Business Strategy Book	Books	32.81	3	1	1	8/24/2024
U0007	P0144	Poetry Collection - Variant 2	Books	23.59	4	2	0	3/2/2024
U0007	P0140	Business Strategy Book - Variant 3	Books	14.32	4	1	1	12/8/2024
U0007	P0140	Business Strategy Book - Variant 3	Books	14.32	3	2	0	12/30/2024
U0007	P0066	Table Lamp	Home & Kitchen	82.67	3	3	1	11/28/2024
U0007	P0039	Wrist Watch - Variant 2	Fashion	41.73	3	3	0	12/1/2024
U0007	P0145	Poetry Collection - Variant 3	Books	15.46	2	1	1	1/27/2024
U0007	P0138	Business Strategy Book	Books	32.81	4	2	0	8/6/2024
U0007	P0147	History Book - Variant 2	Books	35.8	3	1	1	5/10/2024
U0007	P0136	Sci-Fi Novel - Variant 2	Books	20.37	2	3	0	3/6/2024
U0007	P0084	Lipstick - Variant 3	Beauty	13.19	2	1	0	12/11/2024
U0007	P0070	Cutlery Set	Home & Kitchen	58.7	1	2	0	3/6/2024
U0007	P0139	Business Strategy Book - Variant 2	Books	18.14	5	2	1	6/20/2024
U0007	P0124	Mystery Novel	Books	9.94	5	3	1	5/28/2024
U0007	P0139	Business Strategy Book - Variant 2	Books	18.14	5	1	0	12/22/2024
U0007	P0146	History Book	Books	11.74	5	2	1	6/26/2024
U0007	P0145	Poetry Collection - Variant 3	Books	15.46	3	3	0	1/21/2024
U0007	P0131	Cookbook - Variant 2	Books	11.3	2	1	1	10/2/2024
U0008	P0107	Cycling Helmet - Variant 2	Sports	18.4	3	3	1	12/21/2024
U0008	P0001	Wireless Earbuds	Electronics	126.81	3	1	1	9/5/2024
U0008	P0128	Self-Help Book - Variant 2	Books	22.95	2	2	1	12/1/2024
U0008	P0071	Cutlery Set - Variant 2	Home & Kitchen	84.19	2	3	0	10/30/2024
U0008	P0005	Bluetooth Speaker - Variant 3	Electronics	53.78	3	3	1	11/3/2024
U0008	P0131	Cookbook - Variant 2	Books	11.3	1	3	1	7/30/2024
U0008	P0010	Laptop Stand - Variant 3	Electronics	146.57	5	2	1	12/7/2024
U0008	P0117	Fitness Tracker	Sports	72.86	5	2	1	3/21/2024
U0008	P0001	Wireless Earbuds	Electronics	126.81	4	2	1	10/7/2024
U0008	P0035	Leather Wallet - Variant 3	Fashion	53.93	4	1	1	6/28/2024
U0008	P0017	Gaming Mouse - Variant 2	Electronics	95.82	5	3	0	4/10/2024
U0008	P0106	Cycling Helmet	Sports	67.06	3	1	1	12/3/2024
U0008	P0003	Bluetooth Speaker	Electronics	104.25	3	2	0	9/26/2024
U0008	P0106	Cycling Helmet	Sports	67.06	2	3	1	5/5/2024
U0008	P0100	Yoga Mat	Sports	36.49	3	1	0	2/7/2024
U0008	P0119	Fitness Tracker - Variant 3	Sports	46.34	4	3	1	4/20/2024
U0008	P0023	Webcam - Variant 2	Electronics	79.6	3	2	1	7/26/2024
U0008	P0020	Mechanical Keyboard - Variant 2	Electronics	77.77	3	3	0	1/23/2024
U0008	P0003	Bluetooth Speaker	Electronics	104.25	3	1	1	10/26/2024
U0008	P0021	Mechanical Keyboard - Variant 3	Electronics	87.99	4	3	1	9/29/2024
U0008	P0030	Denim Jacket - Variant 2	Fashion	74.76	2	2	0	2/5/2024
U0008	P0021	Mechanical Keyboard - Variant 3	Electronics	87.99	3	1	1	9/20/2024
U0008	P0024	Tablet	Electronics	103.54	3	3	0	1/20/2024
U0008	P0013	USB-C Hub - Variant 3	Electronics	149.11	3	3	1	8/10/2024
U0008	P0116	Tennis Racket - Variant 3	Sports	21.7	3	2	1	1/14/2024
U0008	P0001	Wireless Earbuds	Electronics	126.81	4	1	0	7/7/2024
U0008	P0017	Gaming Mouse - Variant 2	Electronics	95.82	5	1	1	7/13/2024
U0008	P0121	Skipping Rope - Variant 2	Sports	74.87	5	2	0	11/3/2024
U0008	P0119	Fitness Tracker - Variant 3	Sports	46.34	5	2	1	9/22/2024
U0008	P0066	Table Lamp	Home & Kitchen	82.67	2	1	0	9/2/2024
U0008	P0002	Wireless Earbuds - Variant 2	Electronics	56.91	3	1	1	11/2/2024
U0008	P0112	Football - Variant 2	Sports	71.75	5	3	1	6/20/2024
U0008	P0100	Yoga Mat	Sports	36.49	5	2	0	12/3/2024
U0008	P0028	Running Shoes - Variant 2	Fashion	21.88	4	2	1	4/23/2024
U0008	P0024	Tablet	Electronics	103.54	4	3	1	12/12/2024
U0009	P0131	Cookbook - Variant 2	Books	11.3	4	2	1	1/16/2024
U0009	P0085	Perfume	Beauty	30.06	3	2	0	4/28/2024
U0009	P0144	Poetry Collection - Variant 2	Books	23.59	5	3	0	10/11/2024
U0009	P0133	Biography	Books	29.75	3	3	1	8/7/2024
U0009	P0025	Tablet - Variant 2	Electronics	41.3	4	2	1	12/5/2024
U0009	P0150	Programming Guide - Variant 2	Books	12.92	5	1	0	2/21/2024
U0009	P0142	Children's Storybook - Variant 2	Books	18.29	4	3	0	4/16/2024
U0009	P0140	Business Strategy Book - Variant 3	Books	14.32	3	3	1	5/17/2024
U0009	P0128	Self-Help Book - Variant 2	Books	22.95	5	2	0	11/25/2024
U0009	P0147	History Book - Variant 2	Books	35.8	4	2	1	8/6/2024
U0009	P0135	Sci-Fi Novel	Books	37.03	3	1	0	10/8/2024
U0009	P0010	Laptop Stand - Variant 3	Electronics	146.57	3	3	1	1/5/2024
U0009	P0125	Mystery Novel - Variant 2	Books	18.83	3	1	1	12/15/2024
U0009	P0144	Poetry Collection - Variant 2	Books	23.59	4	3	1	9/25/2024
U0009	P0150	Programming Guide - Variant 2	Books	12.92	2	1	0	10/22/2024
U0009	P0127	Self-Help Book	Books	13.13	2	3	1	10/5/2024
U0009	P0129	Self-Help Book - Variant 3	Books	37.09	4	2	1	12/6/2024
U0009	P0138	Business Strategy Book	Books	32.81	4	3	0	8/1/2024
U0009	P0146	History Book	Books	11.74	5	3	1	2/4/2024
U0009	P0138	Business Strategy Book	Books	32.81	3	2	1	5/23/2024
U0009	P0148	History Book - Variant 3	Books	20.33	3	3	1	6/27/2024
U0009	P0124	Mystery Novel	Books	9.94	3	2	0	8/18/2024
U0009	P0134	Biography - Variant 2	Books	19.48	3	3	0	5/9/2024
U0009	P0140	Business Strategy Book - Variant 3	Books	14.32	4	3	1	10/16/2024
U0010	P0049	Sneakers - Variant 3	Fashion	55.64	5	2	1	11/24/2024
U0010	P0039	Wrist Watch - Variant 2	Fashion	41.73	3	3	1	10/28/2024
U0010	P0118	Fitness Tracker - Variant 2	Sports	32.35	5	1	1	7/12/2024
U0010	P0037	Sunglasses - Variant 2	Fashion	47.01	5	1	1	1/5/2024
U0010	P0111	Football	Sports	37.24	3	3	1	8/19/2024
U0010	P0104	Resistance Bands	Sports	54.92	4	3	1	7/10/2024
U0010	P0123	Gym Bag - Variant 2	Sports	46.65	4	2	1	12/8/2024
U0010	P0076	Face Moisturizer	Beauty	48.93	1	2	0	7/27/2024
U0010	P0119	Fitness Tracker - Variant 3	Sports	46.34	4	1	1	9/13/2024
U0010	P0074	Wall Clock - Variant 2	Home & Kitchen	102.86	3	3	0	6/20/2024
U0010	P0110	Water Bottle - Variant 3	Sports	57.47	4	2	1	5/22/2024
U0010	P0109	Water Bottle - Variant 2	Sports	45.64	4	3	1	4/6/2024
U0010	P0015	Power Bank - Variant 2	Electronics	95.82	4	3	0	4/24/2024
U0010	P0105	Resistance Bands - Variant 2	Sports	18.03	4	1	1	11/17/2024
U0010	P0038	Wrist Watch	Fashion	65.06	3	1	1	6/13/2024
U0010	P0100	Yoga Mat	Sports	36.49	3	3	1	11/9/2024
U0010	P0027	Running Shoes	Fashion	50.96	4	3	1	3/14/2024
U0010	P0051	Winter Coat - Variant 2	Fashion	46.85	4	1	1	12/1/2024
U0010	P0121	Skipping Rope - Variant 2	Sports	74.87	1	3	1	5/13/2024
U0010	P0111	Football	Sports	37.24	4	2	1	6/25/2024
U0010	P0077	Face Moisturizer - Variant 2	Beauty	44.26	1	2	1	5/16/2024
U0010	P0102	Dumbbell Set	Sports	36.13	5	1	1	8/28/2024
U0010	P0112	Football - Variant 2	Sports	71.75	3	1	1	9/25/2024
U0010	P0116	Tennis Racket - Variant 3	Sports	21.7	3	1	1	10/20/2024
U0010	P0121	Skipping Rope - Variant 2	Sports	74.87	4	2	1	9/28/2024
U0010	P0083	Lipstick - Variant 2	Beauty	16.1	2	3	0	7/3/2024
U0010	P0033	Leather Wallet	Fashion	50.27	3	1	1	10/20/2024
U0010	P0104	Resistance Bands	Sports	54.92	3	2	1	4/7/2024
U0010	P0124	Mystery Novel	Books	9.94	2	1	0	11/20/2024
U0010	P0062	Vacuum Cleaner	Home & Kitchen	44	3	2	1	7/10/2024
U0010	P0027	Running Shoes	Fashion	50.96	3	1	1	3/29/2024
U0010	P0108	Water Bottle	Sports	48.44	4	3	1	2/20/2024
U0010	P0110	Water Bottle - Variant 3	Sports	57.47	3	3	1	2/14/2024
U0010	P0027	Running Shoes	Fashion	50.96	3	1	1	1/28/2024
U0010	P0113	Football - Variant 3	Sports	36.42	2	3	1	6/4/2024
U0010	P0029	Denim Jacket	Fashion	85.21	1	1	0	6/13/2024
U0010	P0127	Self-Help Book	Books	13.13	1	2	0	10/16/2024
U0010	P0006	Smartwatch	Electronics	88.35	3	1	1	11/10/2024
U0010	P0047	Sneakers	Fashion	42.71	5	2	1	7/8/2024
U0011	P0070	Cutlery Set	Home & Kitchen	58.7	4	3	1	3/20/2024
U0011	P0016	Gaming Mouse	Electronics	38.63	2	2	0	4/22/2024
U0011	P0107	Cycling Helmet - Variant 2	Sports	18.4	5	3	0	7/5/2024
U0011	P0123	Gym Bag - Variant 2	Sports	46.65	5	2	0	12/8/2024
U0011	P0061	Blender - Variant 2	Home & Kitchen	27.47	3	2	1	8/15/2024
U0011	P0050	Winter Coat	Fashion	42.63	3	2	1	7/29/2024
U0011	P0120	Skipping Rope	Sports	26.44	5	3	1	7/22/2024
U0011	P0015	Power Bank - Variant 2	Electronics	95.82	2	2	0	7/25/2024
U0011	P0054	Air Fryer - Variant 2	Home & Kitchen	109.53	5	2	0	2/1/2024
U0011	P0062	Vacuum Cleaner	Home & Kitchen	44	3	1	1	3/20/2024
U0011	P0053	Air Fryer	Home & Kitchen	77.17	4	1	1	11/18/2024
U0011	P0013	USB-C Hub - Variant 3	Electronics	149.11	1	1	0	5/29/2024
U0011	P0062	Vacuum Cleaner	Home & Kitchen	44	3	3	0	5/17/2024
U0011	P0105	Resistance Bands - Variant 2	Sports	18.03	4	2	0	9/23/2024
U0011	P0115	Tennis Racket - Variant 2	Sports	41.02	5	1	0	12/13/2024
U0011	P0113	Football - Variant 3	Sports	36.42	3	2	0	11/17/2024
U0011	P0065	Bed Sheets Set - Variant 2	Home & Kitchen	33.33	4	2	1	3/5/2024
U0011	P0053	Air Fryer	Home & Kitchen	77.17	3	1	1	9/28/2024
U0011	P0050	Winter Coat	Fashion	42.63	3	1	1	1/16/2024
U0011	P0062	Vacuum Cleaner	Home & Kitchen	44	4	2	1	12/13/2024
U0011	P0130	Cookbook	Books	25.89	4	2	0	12/21/2024
U0011	P0083	Lipstick - Variant 2	Beauty	16.1	4	1	0	3/15/2024
U0011	P0102	Dumbbell Set	Sports	36.13	4	3	1	2/24/2024
U0011	P0106	Cycling Helmet	Sports	67.06	4	2	1	11/19/2024
U0011	P0020	Mechanical Keyboard - Variant 2	Electronics	77.77	4	1	0	7/1/2024
U0011	P0074	Wall Clock - Variant 2	Home & Kitchen	102.86	4	3	0	10/27/2024
U0011	P0054	Air Fryer - Variant 2	Home & Kitchen	109.53	4	3	0	1/8/2024
U0011	P0105	Resistance Bands - Variant 2	Sports	18.03	2	2	1	4/7/2024
U0011	P0055	Coffee Maker	Home & Kitchen	73.4	2	2	1	7/26/2024
U0011	P0077	Face Moisturizer - Variant 2	Beauty	44.26	3	3	0	7/21/2024
U0011	P0088	Hair Dryer - Variant 2	Beauty	21.47	3	2	0	9/30/2024
U0011	P0007	Smartwatch - Variant 2	Electronics	74.04	1	2	0	7/17/2024
U0011	P0108	Water Bottle	Sports	48.44	3	3	1	2/23/2024
U0011	P0118	Fitness Tracker - Variant 2	Sports	32.35	3	1	1	1/27/2024
U0012	P0027	Running Shoes	Fashion	50.96	3	2	1	1/1/2024
U0012	P0043	Backpack - Variant 3	Fashion	77.01	3	1	1	9/22/2024
U0012	P0041	Backpack	Fashion	58.75	5	1	0	5/11/2024
U0012	P0111	Football	Sports	37.24	4	1	0	7/6/2024
